"x1","x2","x3","x4","x5","x6","x7"
-2.7891898451493815,23.549578957546604,-0.3567503867871467,16.769914550854295,1.1016422951518672,0.9546336117647058,8.28
-2.7883113642683197,23.572041011694125,-0.3567503867871467,16.769914550854295,1.0550141700834397,0.9546336117647058,8.205
-2.789035170191342,23.593288155728516,-0.3567503867871467,16.769914550854295,1.0096009551281435,0.9546336117647058,8.13
-2.7912685442428877,23.613409609935157,-0.3567503867871467,16.769914550854295,0.9653134300006101,0.9546336117647058,8.055
-2.794926037950552,23.63248741813345,-0.3567503867871467,16.769914550854295,0.9220695508814045,0.9546336117647058,7.98
-2.799928838778623,23.650597061639555,-0.3567503867871467,16.769914550854295,0.879793836454386,0.9546336117647058,7.905
-2.806204247343355,23.667808017174817,-0.3567503867871467,16.769914550854295,0.8384168099982241,0.9546336117647058,7.83
-2.8163137013645145,23.684218537742744,-0.3567503867871467,16.769914550854295,0.7951658399941413,0.9546336117647058,7.7467
-2.8276590364299876,23.699878998977503,-0.3567503867871467,16.769914550854295,0.7526327078953369,0.9546336117647058,7.6633
-2.840119491477467,23.71484130545711,-0.3567503867871467,16.769914550854295,0.7108299519795738,0.9546336117647058,7.58
-2.853443604684096,23.729385047534276,-0.3567503867871467,16.769914550854295,0.6694457604662641,0.9546336117647058,7.4967
-2.835193453023111,23.77597851909062,-0.3567503867871467,16.769914550854295,0.5959796180458675,0.9546336117647058,7.4133
-2.851173724658076,23.78874528100944,-0.3567503867871467,16.769914550854295,0.5563724066908886,0.9546336117647058,7.33
-2.851829368637299,23.807308238558424,-0.3567503867871467,16.769914550854295,0.5200876637999133,0.9546336117647058,7.275
-2.608628650606008,24.069915612122156,-0.3567503867871467,16.769914550854295,0.2397585048941866,0.9546336117647058,7.22
-2.606858688131042,24.09127926318154,-0.3567503867871467,16.769914550854295,0.20067306849280309,0.9546336117647058,7.165
-2.6185455147657315,24.099372153410883,-0.3567503867871467,16.769914550854295,0.17485839292146554,0.9546336117647058,7.11
-2.6307166874980252,24.107165737913657,-0.3567503867871467,16.769914550854295,0.14934302307669012,0.9546336117647058,7.055
-2.6433477664314533,24.11468348337653,-0.3567503867871467,16.769914550854295,0.12410349227181605,0.9546336117647058,7.0
-2.653699576072981,24.12158363991748,-0.3567503867871467,16.769914550854295,0.10215592890412695,0.9546336117647058,6.9533
-2.6644040276639225,24.128225226554697,-0.3567503867871467,16.769914550854295,0.08049915686804443,0.9546336117647058,6.9067
-2.6755067013165412,24.134636540347266,-0.3567503867871467,16.769914550854295,0.05904043624873023,0.9546336117647058,6.86
